pwm,vbat[V],rpm1,rpm2,rpm3,rpm4
39588,3.478,16657,17177,17441,16750
39588,3.473,16625,17123,17001,16689
39588,3.468,16533,17089,16839,16611
39588,3.462,16615,17147,16925,16597
39588,3.457,16542,16910,17673,16560
15993,3.679,9570,9711,9702,9538
15993,3.679,9538,9623,9693,9632
15993,3.679,9525,9593,9696,9577
15993,3.679,9529,9586,9737,9580
15993,3.679,9492,9660,9765,9561
0,3.768,2583,2441,2619,2522
0,3.768,577,592,759,656
0,3.774,0,0,0,0
